Month,Comunidad Autónoma,Total Paro Registrado,Hombre edad < 25,Hombre edad 25-45,Hombre edad >=45,Mujer edad < 25,Mujer edad 25-45,Mujer edad >= 45,Paro Agricultura,Paro Industria,Paro Construcción,Paro Servicios,Paro Sin empleo Anterior,Poblation,% Total Paro Registrado,% Hombre edad < 25,% Hombre edad 25-45,% Hombre edad >=45,% Mujer edad < 25,% Mujer edad 25-45,% Mujer edad >= 45,% Paro Agricultura,% Paro Industria,% Paro Construcción,% Paro Servicios,% Paro Sin empleo Anterior
Feb,Cantabria,38873,1528,6883,8682,1349,9512,10919,706,3124,2835,29311,2897,582905,0.06668839690858716,0.002621353393777717,0.011808099089903157,0.014894365291085168,0.002314270764532814,0.01631826798534924,0.018732040383939063,0.0012111750628318507,0.005359363875760201,0.00486357125088994,0.05028435165249912,0.0049699350666060505
Feb,Castilla-La Mancha,175741,8181,23941,32387,7958,46302,56972,14558,16933,12585,118395,13270,2045221,0.08592763324843623,0.0040000567175869995,0.011705825434024,0.01583545250122114,0.0038910220460282776,0.02263911821754226,0.027856158332033556,0.007118057168394027,0.008279300867730186,0.0061533692446928715,0.057888609592801954,0.006488296374817196
Feb,Castilla y León,143723,6315,22002,32549,5740,32547,44570,8119,13080,10207,99473,12844,2394918,0.060011658019188965,0.0026368334949255045,0.009186953373768956,0.013590861983583571,0.0023967417673590495,0.01359002688192247,0.018610240517629415,0.003390095193238349,0.00546156486359867,0.004261941327427494,0.041535033767335666,0.005363022867588786
Feb,Cataluña,395214,15650,65606,90723,13627,88630,120978,8336,43679,29738,288738,24723,7780479,0.05079558726397179,0.0020114442825435296,0.008432128664571936,0.011660336079565282,0.0017514345839118645,0.011391329505548437,0.015548914147830745,0.0010713993315835696,0.005613921713560309,0.0038221297172063573,0.03711056864236765,0.00317756785925391
Feb,Ceuta,11303,618,1964,1997,724,3265,2735,72,448,469,8358,1956,84202,0.13423671646754234,0.007339493123678773,0.023324861642241276,0.023716776323602765,0.008598370585021733,0.0387758010498563,0.03248141374314149,0.0008550865775159735,0.005320538704543835,0.0055699389563193275,0.09926130020664592,0.02322985202251728
Feb,Comunidad Valenciana,366262,15037,53371,78602,13613,86992,118647,13015,47709,27100,256085,22353,5057353,0.07242167987878244,0.0029732945277895374,0.010553149048524,0.015542122529315236,0.0026917243071622643,0.017201093141016654,0.023460296324974744,0.002573480633050531,0.009433591050496178,0.005358534395364532,0.05063617271722975,0.004419901082641453
Feb,Extremadura,105246,5023,15527,20430,4824,27631,31811,11234,6215,8334,73761,5702,1063987,0.09891662210158583,0.004720922342096285,0.014593223413443962,0.01920136242266118,0.004533889981738499,0.025969302256512533,0.02989792168513337,0.010558399679695334,0.0058412367820283514,0.007832802468451212,0.06932509513744059,0.00535908803397034
Feb,Galicia,166229,4032,27273,40133,3816,39888,51087,6029,18297,13613,114987,13303,2701819,0.061524846779151376,0.0014923279464686568,0.01009431053671619,0.01485406683423279,0.0014123818064792645,0.014763387184707783,0.018908372470546695,0.0022314596203520665,0.006772104274934776,0.005038457424424064,0.042559105550741924,0.004923719908698547
Feb,Comunidad de Madrid,352896,14677,57590,76609,13300,83635,107085,2835,21292,27405,278260,23104,6779888,0.052050417352027055,0.00216478502299743,0.008494240612824283,0.01129944919444097,0.0019616843228088725,0.01233574949910677,0.01579450869984873,0.000418148500388207,0.00314046485723658,0.004042102170419335,0.04104197591464638,0.0034077259093365556
Feb,Melilla,9329,619,1335,1641,717,2703,2314,68,147,598,6818,1698,87076,0.10713629473103956,0.007108732601405669,0.015331434608847444,0.01884560613716753,0.00823418622812256,0.031041848500160778,0.02657448665533557,0.0007809270062933529,0.0016881804400753365,0.006867563967109192,0.07829941660158941,0.019500206715972253
Feb,Región de Murcia,101485,5056,15325,19514,4980,26769,29841,6797,10684,7893,66933,9178,1511251,0.06715297458860242,0.0033455726414738517,0.010140605366017954,0.012912481116637805,0.0032952831792997985,0.017713139643910907,0.019745892641262107,0.004497598347329464,0.00706963965615242,0.005222825328155283,0.04428979699599868,0.006073114260966577
Feb,Navarra,33975,1611,5629,6745,1573,8865,9552,1995,4639,1584,22822,2935,661197,0.05138408069002128,0.002436490183712267,0.008513347761710957,0.010201195710204372,0.0023790186585843556,0.01340750184891946,0.014446526526889868,0.0030172550692153777,0.0070160632912732515,0.00239565515270033,0.03451618806497912,0.0044389191118532
Feb,País Vasco,117239,4503,20581,26034,4123,28320,33678,2543,13963,7913,78862,13958,2220504,0.05279837370254681,0.0020279179861869196,0.009268616494273373,0.011724365279233904,0.001856785666677475,0.012753861285545984,0.015166826990629155,0.0011452354960855733,0.006288212045553622,0.0035636053796795682,0.0355153604767206,0.0062859603045074455
Feb,La Rioja,16454,567,2505,3672,505,3808,5397,1557,3052,925,10029,891,319914,0.051432572503860415,0.0017723513194170934,0.007830229374144302,0.011478084735272604,0.001578549235106935,0.011903198984727146,0.016870158855192333,0.00486693298824059,0.00954006389217102,0.002891402064304782,0.03134905005720287,0.0027851235019411467
Jul,Andalucía,958195,44129,173756,183352,43296,262439,251223,99031,54705,84098,623198,97163,8464411,0.11320279698138476,0.0052134755743784185,0.020527831174549534,0.02166151903540601,0.005115063528933083,0.0310049925505744,0.029679915117543323,0.011699691803717943,0.006462942312229404,0.009935481630086252,0.07362567814819011,0.011479003087161056
Jul,Aragón,75785,4145,12479,14891,3771,19332,21167,4034,8796,4713,51649,6593,1329391,0.05700730635305941,0.003117969055003381,0.009387005027113919,0.011201369649711785,0.002836637227121291,0.014541997049776928,0.015922328344332104,0.0030344721756052208,0.006616563524200179,0.003545232365797572,0.03885162454086119,0.004959413746595246
Jul,Principado de Asturias,77633,2959,14246,17753,2385,18187,22103,1419,6679,6599,55435,7501,1018784,0.07620162860822313,0.0029044429437446997,0.01398333699783271,0.017425676100135064,0.002341026164525552,0.017851674152715394,0.021695472249269716,0.0013928369507177185,0.00655585482300468,0.0064773298363539275,0.05441290793730565,0.00736269906084116
